Date,Link,Heading,Body
2014-07-15T14:35:00-05:00,https://www.theonion.com/report-confirms-no-need-to-make-new-chairs-for-the-time-1819576693,Report Confirms No Need To Make New Chairs For The Time Being,‘We Can Just Keep Using The Chairs We Have’ Say ExpertsWASHINGTON—A report released Tuesday by a team of researchers at the Brookings Institution has confirmed that the United States currently has enough chairs and there is no urgent need to produce new ones.Representing a five-year inquiry into the nation’s seating availability and quality the 85-page study of American homes offices dining establishments public spaces and patios has determined that for now the nation has “plenty” of chairs and can get by just fine with the chairs it already possesses.“Through rigorous observation and analysis we have verified that there is absolutely no shortage of chairs at this time” said the report’s lead author Simon Clouse noting that in addition to wooden chairs and plastic chairs there are also enough cushy upholstered chairs. “According to our findings many chairs are presently unoccupied and there is no reason people cannot sit in these empty chairs instead of purchasing new ones.”“Even if every person decided to sit down at the exact same time there would still be an adequate number of chairs to go around” Clouse added. “As far as chairs go we’re basically set.”According to the report chair production can cease entirely with no negative consequences for American consumers as the many good chairs now on store shelves and available at garage sales are sufficient to satisfy the country’s seating requirements for the immediate future. Though some citizens reportedly believe they require more chairs the study found that most had not taken into full consideration the number of armchairs folding chairs Adirondack chairs leather chairs swivel chairs and rocking chairs already in existence not to mention all the beanbag chairs wingback chairs director’s chairs recliners papasan chairs and deck chairs.The report also stated that when people find themselves in a place where there are not enough chairs to meet their needs there are in fact usually one or two just over in the next room.“It’s important to keep in mind that our data doesn’t even take into account couches benches or stools” said Clouse adding that the report likewise does not factor in nontraditional sitting surfaces such as tall curbs ottomans large rocks edges of desks or tables or pillows on the floor. “Throw all those into the mix and we’re talking about a whole lot of places to sit down.”Chair manufacturers have reportedly taken exception to the report pointing out that almost everywhere you look people are standing up and if there were really enough chairs those people would be sitting down. Industry officials also argue that sometimes chairs break which can cause their occupants to tumble backward or crash down onto the floor risking injury and embarrassment. Furthermore they note old chairs can get wobbly.However the Brookings research team maintains that most broken chairs can be fixed—meaning there is no need to replace them—and that when a chair wobbles simply placing a coaster or small book beneath the problematic leg can usually restore its balance.Researchers did concede though that there are still some instances when it might be within reason to acquire a brand-new chair.“Chairs that are covered in fabric can sometimes become unsightly or even scuzzy if one frequently spills food and beverages onto them or if one owns pets” said Clouse though he remarked that in such a situation one could instead opt to reupholster the chair or lay a blanket over the mess in essence creating an entirely new and fresh seating surface for the chair and obviating the need to replace it. “And there may also be times when a person just wants to get a comfier chair. There’s nothing wrong with that.”“Will we need more chairs eventually?” he continued. “I don’t doubt it. But for now we’re definitely okay.”The report’s authors went on to explain that while it’s true there sometimes aren’t enough chairs to accommodate a group at a restaurant you can usually ask to borrow one from a table that has extras and it’s no problem at all.
2014-07-08T09:13:00-05:00,https://www.theonion.com/few-more-items-knocked-off-list-of-desirable-traits-in-1819576673,Few More Items Knocked Off List Of Desirable Traits In Partner As Woman Turns Year Older,SANTA CLARITA CA—After turning 29 last week local single woman Denise Palermo reportedly took the opportunity Tuesday to reflect on her current lack of long-term relationship prospects and slash several more items from the continually shrinking list of qualities she desires in a romantic partner.“Well it’s time to lower the bar again” said Palermo referring to the minimum personal professional and financial characteristics she looks for in the men she dates. “Full head of hair—that’s got to go. Being well-read has been on the chopping block for years so it’s probably time to get rid of that one. Ditto on him being a great conversationalist being taller than me liking the Decemberists and not taking himself too seriously.”“Come to think of it my upper age limit has been 40 for a while” Palermo added. “Maybe now’s a good time to go ahead and bump that up to 45.”According to sources Palermo’s checklist which as recently as 2007 included more than 38 specifically ranked physical emotional and intellectual attributes has been cut down by more than two-thirds since her teenage years when her image of the ideal boyfriend was at its zenith.Priorities that once occupied top slots such as having good teeth a love of international travel and individually defined abdominal muscles were long ago demoted in importance and are now said to be considered perks though they are by no means requirements for Palermo to date someone.“I used to say I’d only ever consider getting involved with a professional ideally a doctor but then as I got a little older it was anyone with a bachelor’s degree and now honestly any guy who holds down a steady job can make the cut” said Palermo noting that lack of full-time employment as a deal-breaker is scheduled for removal by 2019. “He doesn’t even need to own his own place or like the outdoors criteria that were removed from the list in 2011 and 2012 respectively.”“I will say though that a love of dogs is still very important to me” Palermo continued. “That one’s got at least another two years left in it.”This latest trimming of Palermo’s list comes after similar purges on birthdays in 2002 2003 2006 2010 2011 2012 and last year when she reluctantly struck off her long-held prohibition against dating smokers.Though she acknowledged the nonnegotiable traits she absolutely insists upon are few—namely wanting to have kids someday not being overtly religious and maintaining a basic minimal level of physical fitness—Palermo said she often wonders whether there might still be a lot of compatible partners out there she isn’t giving a chance to.“Sometimes I think maybe it’s unreasonable for me to have these expectations” said Palermo admitting that lately she has come to terms with dating men who “don’t have much in the way of a sense of humor.” “Maybe there are a lot of good guys out there who don’t listen to music or read more than a book a year. I guess I could figure out how to be okay with that.”“Because really when you get down to it there are only two things that are important: that a guy is attracted to me and that he isn’t currently dating someone else” Palermo continued. “I haven’t had to cross those off. Yet.”
2014-06-26T14:30:00-05:00,https://www.theonion.com/astronomers-discover-massive-asteroid-that-could-wipe-o-1819576659,Astronomers Discover Massive Asteroid That Could Wipe Out Life On Earth, Force Nordstrom Out Of Business,MOUNTAIN VIEW CA—Warning that a catastrophic direct collision is possible within weeks NASA astronomers announced Thursday the discovery of a mile-wide asteroid that could devastate all life on Earth and effectively force upscale fashion retailer Nordstrom out of business.First identified by NASA’s Wide-field Infrared Survey Explorer telescope the asteroid officially designated 2014 MQ14 is said to be traveling in an earthward trajectory and could strike the planet’s surface at 29000 miles per hour releasing more than 1 million megatons of energy which scientists said would be sufficient to jeopardize operations at all 117 Nordstrom locations.“At the estimated impact velocity this asteroid would hit with a force approximately 10 million times as powerful as the bomb dropped on Hiroshima immediately leveling all structures within a 150-mile radius” said Donald Yeomans head of NASA’s Near-Earth Object Program who confirmed this would include any Nordstrom stores within that area. “While it may bypass Earth completely there is a 15 percent chance its orbit could intersect with ours with an impact almost certainly acidifying our oceans triggering a collapse of the food chain reducing the operating hours of Nordstroms nationwide and ending civilization.”“According to our projections this would affect all Nordstrom Rack clearance outlets as well” he added.While NASA officials predicted that the asteroid could hit the North American continent in the early hours of Aug. 3 they cautioned that even if it strikes elsewhere it could still release enough debris into Earth’s atmosphere to block out the sun and decimate entire ecosystems across the planet resulting in the complete annihilation of all Nordstrom back-to-school promotional displays Nordstrom marked-down-item bins and every animal and plant in existence.Should the asteroid strike the ocean scientists warned that the impact could create tidal surges hundreds of feet high erasing coastlines devastating densely populated metropolitan areas disrupting supply chains for major clothing stores and leaving most departments at Nordstrom—from juniors to shoes to handbags—dramatically understocked.“Unless we can find some way to divert or intercept the object—which given current technology unfortunately appears infeasible—all 7 billion people on Earth including all 62500 Nordstrom associates may die” Yeomans said. “Even if the asteroid breaks into smaller pieces upon entry into the atmosphere a death toll as low as several hundred million could still slow foot traffic in stores and almost certainly put an end to Nordstrom’s Splendid Summer clothing event.”“In the worst-case scenario with all but the most basic forms of life on Earth extinct it will take a minimum of 100 million years for speciation on the planet to recover to the point that evolved intelligent organisms are able to develop an economic infrastructure capable of supporting major department stores that have an emphasis on fashion” he continued.In a hastily called White House press conference this afternoon President Barack Obama urged citizens to remain calm but to take all precautions to protect their families. Acknowledging a high potential for catastrophic ruin at every level of the U.S. economy Obama cautioned that should the worst come to pass and either Nordstrom merchandise is incinerated or the company’s sales figures plummet to unsustainable levels the nation would have to accept that the store might no longer be able to continue as an anchor of America’s higher-end malls.“This asteroid represents an existential threat to our nation to Nordstrom and to life as we know it” Obama said. “I have ordered officials at all levels of government to do everything within our power to defend our people and our interests at home and abroad which includes ensuring the survival of this leading fashion specialty retailer and its popular lines of clothing footwear and accessories.”He added “In the meantime I would encourage every American man woman and child to make use of any Nordstrom gift cards he or she has now before it’s too late.”
2014-06-25T10:59:00-05:00,https://www.theonion.com/humanity-surprised-it-still-hasn-t-figured-out-better-a-1819576640,Humanity Surprised It Still Hasn’t Figured Out Better Alternative To Letting Power-Hungry Assholes Decide Everything,NEW YORK—Noting that it has had thousands of years to develop a more agreeable option humankind expressed bewilderment this week that it has yet to devise a better alternative to governing itself than always letting power-hungry assholes run everything sources worldwide reported.Individuals in every country on earth voiced their frustration that in spite of generations of mistreatment neglect and abuse they have suffered at the hands of those in positions of authority they continue to allow control over the world’s governments businesses and virtually every other type of organization and social group to fall to the most megalomaniacal pricks among them.“We’ve all seen what this system leads to so you’d think that by now someone somewhere would have sat down and thought up another way to keep our societies functioning without giving all the power to arrogant amoral dicks whose only concern is improving their own status” said Mumbai software designer Ankan Rao one of 7.1 billion humans who conveyed continued surprise that their species has so far proven incapable of formulating a method of governance that was even slightly more tolerable. “Everybody dislikes the people in charge and everybody knows they’re only serving their own personal agendas at the expense of everyone else but we just keep allowing these jerks to make our decisions time and time again. And it’s not just here—it’s everywhere in the world.”“Boy maybe we shouldn’t do that anymore” Rao added. “Anyone have any better ideas?”Speaking with reporters citizens across the planet unanimously expressed their bafflement at the consistency with which they either formally or informally select corrupt and self-obsessed sacks of shit for leadership roles in all facets of life including positions atop corporate boards judicial and legislative bodies religious institutions parent-teacher associations the military intramural softball teams and international and national professional associations as well as groups of friends deciding where to eat.In addition sources offered countless examples of the counterproductive and perplexing practice of entrusting power to the world’s least scrupulous individuals ranging in scale from a domineering dictator who plunges his country into civil war in order to consolidate his power to a Foot Locker shift manager who forces his subordinates to close up without him so that he can go home early.Moreover everyone across the planet acknowledged that the tradition of allowing an exploitative asshole to take charge of a given situation has been the principal system for group decision-making from the earliest formation of tribal societies to the present day an admission that caused each member of the human race to either emit an exasperated sigh shake his or her head or mutter a profanity.“My old boss my sorority president my congressional representative my current boss—they’ve all been soulless backstabbing dickheads whose only concern is getting what they want” said administrative assistant Sheryl Gittens of Fort Worth TX who went on to list the bully back in her seventh grade class her homeowners association president and the coordinator of her Bible study group among the legions of selfish jagoffs who have inexplicably been granted commanding roles by the acquiescent masses. “What’s even more annoying is that we essentially reward these people for only thinking of themselves and repeatedly screwing us over. If you stop and think about it that’s pretty messed up.”“Jesus” she continued. “What the hell’s wrong with us?”Given the prevalence throughout history of compassionless two-faced leaders whose lust for control and inflated self-importance have led to disastrous results for society at large many individuals questioned if going forward they should instead try giving power to someone other than a greedy self-serving bastard.“Maybe we should try letting a kind responsible person run things for a change” Cairo resident Nathifa Bakhoum told reporters. “I for one don’t want to be told what to do by another narcissist who’s drunk on power and who has absolutely no regard for my well-being. It’s just a thought but perhaps we could go with a good decent human next time or at least someone who’s not a completely egotistical pile of dogshit. That seems like a good thing to try at least once right? Could we even do that? It’s probably worth a shot.”When pressed for further comment however every member of humanity agreed that the current system though deeply flawed remains far better than one in which they actually have to make decisions for themselves.
2014-06-20T12:19:00-05:00,https://www.theonion.com/anthropologists-classify-43-new-species-of-weirdo-withi-1819576626,Anthropologists Classify 43 New Species Of Weirdo Within Subway Ecosystem,NEW YORK—In a discovery that has greatly expanded the scientific community’s fundamental understanding of oddballs a team of anthropologists from Columbia University announced Friday the identification of 43 new species of weirdo residing within the New York City subway system.The findings set to be published in the July issue of Science are the culmination of 10 years of research spent observing weirdos in their natural habitat of subway cars and platforms throughout the New York metropolitan area where the peculiar creatures groom themselves feign seizures nibble on raw kale scratch the same word exactly 63 times into train car windows masturbate through their pants and scream at no one in particular.“Studying these newly classified weirdos has significantly broadened our knowledge of the subway system’s vast diversity of lowlife” said lead researcher Anita DePalio noting that scientists were now actively investigating how the new species relate to the 400 bizarre and outlandish varieties previously observed and categorized in the broader public transit environment. “For example our team found whole populations of misfits whose elaborate locomotion involves traveling from car to car while peddling vials of scented oils as well as a new variety of clod who drops peanut shells all over the floor of the 5 train. We even discovered a fascinating subspecies of homeless drunk that not only dances in the absence of music but also ritualistically urinates off the platform.”“There’s a whole thriving ecosystem down there and we’re only beginning to understand how freakish it truly is” DePalio added.Among the subway weirdos the team encountered researchers identified several new species within the scuzzbag genus. According to DePalio scientists catalogued a particularly filthy organism capable of sitting in the corner of a train car for dozens of stops while re-dressing its dirty leg bandages; a new member of the unkempt riffraff family notable for its pronounced outer layer of grime and for clipping its toenails on the platform benches; and an invasive species that resembles the Mediterranean agitated mumbler but is distinguished by beads of glistening sweat on its neck thick back hair and frequent vocalizations of Armenian profanities.DePalio said that in addition to the common tristate-area lunkhead the team identified two red-faced lumbering migratory weirdo varieties which researchers have deemed the Southern lout and the Midwestern large-mouthed numbskull.Researchers also observed a host of strange new nocturnal creeps by tracking their movements between the hours of 9 p.m. and 4 a.m. The anthropologists were reportedly able to monitor a particularly rare sleazoid that only appears on the D train after 11:30 p.m. every night and which is characterized by shrill whistles obnoxious catcalls and physically attaching themselves to other members of their species that they’ve obviously paid to mate with.“We had only heard rumors from natives about a ponytailed howling slimeball on the NQR line but until our early-morning observations aboard a Queens-bound local train we had never seen one up close” said DePalio who noted that a single pre-dawn observation at the Canal Street station revealed three previously undocumented types of scumbucket. “We can confirm that this particular species is far more irritating and despicable than originally thought.”“Additionally on that same line we observed for the first time on record an elderly Eastern European kook holding hands with a mute almost completely hairless young lame-brain” he added. “Their peculiar symbiotic relationship is truly remarkable.”DePalio suggested that the reason some weirdo species had not been identified in the past was because they emerge only briefly to forage for food money or anonymous sex. For instance the intoxicated transvestite with its vibrant leopard-print coat and pink feather plumage is said to only be observable for a short period after the clubs in Chelsea have closed while the Thai grandmother in a sun visor selling pirated DVDs is visible for just seconds at a time.The anthropologist confirmed that both weirdos however tend to scurry off immediately upon being identified.“The breadth of the weirdo spectrum is particularly fascinating ranging from the more reclusive species like the female slumped-over wheezer to the more social creatures like the thick-neck Jersey galoots” DePalio said. “Somewhere in between you have the weepers whose pitiful wails can be heard throughout an entire train car—often several of them together bleating whimpering and sobbing about that bitch at work or just crying out for others to get the fuck away from them.”DePalio acknowledged that despite advances in weirdo taxonomy the scientific community had only scratched the surface in its understanding of the subway’s rich biodiversity of wackos sickos and nutjobs.“Just recently we learned that the weirdos who do backflips while collecting money in a hat are actually distant cousins of the weirdos selling bags of M&Ms from a large box” DePalio said. “Still there’s so many unanswered questions such as why certain weirdos show up to the same place every morning before noon devouring chicken schwarma from a Styrofoam container while others are only seen in a horizontal position across three seats and some bring their offspring onto a train and let them roam free.”“And unfortunately our study found that the roller-skating boom-box-carrying screwball which had been so plentiful years ago is now all but extinct” DePalio continued.
2014-06-19T11:06:00-05:00,https://www.theonion.com/nation-wondering-why-struggling-mental-health-system-ca-1819576619,Nation Wondering Why Struggling Mental Health System Can’t Just Pull Itself Together,‘Quit Feeling Sorry For Yourself And Make An Effort’ Citizens SayWASHINGTON—Saying that things are only going to keep getting worse unless it’s willing to step up and make some changes millions of frustrated Americans wondered this week why the nation’s struggling mental health system couldn’t just snap out of its funk and pull itself together.Citing reports that an estimated 91 million Americans live in areas where shortages of mental health professionals make getting treatment difficult and that the mental health system had lost $4.35 billion in state funding from 2009–2012 exasperated citizens from across the country said they had finally reached their limit with the network of medical professionals inpatient facilities and long-term treatment programs that apparently lacked the willpower to improve its situation.“Look I know it’s been a rough couple of years and things haven’t exactly gotten any easier lately but this can’t go on” said Oakland CA resident Marissa Thomas adding she had lost all patience waiting for the mental health system to stop wallowing in its struggles and make a concerted effort to get its act together. “Eventually it’s got to want to fix itself.”“No one’s going to waltz in one day wave a magic wand and make all these troubles disappear” continued Thomas who said she was “beyond exhausted” with the mental health system’s inability to accommodate the estimated 600000 severely mentally ill individuals who annually end up homeless in prisons or dead from suicide. “It just keeps having the same issues over and over again and doesn’t do a thing about them. I’m pretty much numb to it at this point.”As the nation’s mental health care system continues to sink deeper and deeper into despair even failing to perform basic tasks such as routine mental health evaluations and emergency counseling services Americans have reportedly begun to wonder if it has any desire at all to take responsibility for its current state or if it will just continue to burden the people close to it.Many also expressed alarm at the struggling system’s potential to cause harm not only to itself but others as well.“I honestly don’t feel comfortable being around it anymore” said Raleigh NC resident Patrick Leets noting that the nation’s network of behavior health services only makes things worse by comparing itself to free and universally accessible systems like the United Kingdom’s. “It’s just so unpredictable. Until it finally recognizes what’s best for it and puts in some actual initiative to get back on its feet I’m keeping my distance.”“I mean Christ look at the education system—it’s been in terrible shape for years but it’s doing what it can to make the best of a difficult situation” he added.Sources confirmed that many citizens have found supporting the troubled mental health system a hopeless exercise saying that it simply needs to decide whether it wants to get well or waste away.“To be honest it’s getting to a point where I feel like I just need to wash my hands clean of the situation” said Anna Kivolowitz of Salem OR. “I relied on the mental health care system for years but now I realize I just can’t do it anymore. If it doesn’t want to take care of itself there’s no way it’ll be there for me.”“But it’s out of my control” she added. “I’m done dealing with it. I’m just done.”At press time Americans said they were sorry and that they hadn’t meant to come off so harshly because they knew their mental health system didn’t want to be a problem all the while reportedly resigning themselves to the fact that this was probably as healthy as the system was ever going to be.
2014-06-18T12:41:00-05:00,https://www.theonion.com/study-more-men-opting-to-be-in-room-when-wife-conceive-1819576613,Study: More Men Opting To Be In Room When Wife Conceives Baby,PHILADELPHIA—According to a study published this week in the American Journal Of Obstetrics And Gynecology an increasing number of men are choosing to be physically present while conceiving a child with their wives or partners.“What we’re seeing is a much greater openness by men to play an active role on the day of conception” said Dr. Renee Price of the University of Pennsylvania who co-authored the study. “They feel it’s important to show their support during that special time when their sperm is released to fertilize the egg and they want to be right by the woman’s side every step of the way.”“Fifty years ago it was considered the norm that the husband wasn’t involved but now the act of creating a new life is something many expectant fathers want to be a part of” Price added.According to the study more and more men now express a desire to participate in the insemination process seeing conception as a bonding moment that they can experience together with their wives instead of alone in another room. Additionally the research documented a trend in recent decades toward conceiving at home where couples are often more comfortable and can choose to have the process occur in a bathtub or other nontraditional setting.“I have to say it was pretty intense; I felt a little uncomfortable with all the moaning but once it really started happening it was one of the greatest moments of my life” said Ken Olafson recalling that he was so overwhelmed with emotion after the act of conception that he could barely speak. “I actually felt a little helpless with her doing all the work and me just sitting there. But in the moment I must say it was incredibly beautiful.”“We have a video of the whole thing too” Olafson added. “It’s nice that we can go back and watch it again.”The data however revealed that not all men are opting to be around for the act of conceiving a child. A minority of those surveyed said they were put off by the visually graphic nature of conception preferring not to witness the sight of their partners frantically writhing around in bed.“A lot of people say it’s magical but I actually found it to be pretty awkward for the most part” first-time father Pete Karam said. “My girlfriend was clearly uncomfortable but everything I tried to do for her didn’t seem to be working. For someone who’d never done anything like this before she was a real trooper though. I know there were parts she didn’t enjoy but once it was over she seemed relieved.”“I agree that it’s something every man should experience at least once” he continued. “But I don’t think we’ll be doing it again anytime soon.”While many women initially expressed hesitation about their partners taking on a more active role in their child’s conception most confirmed that they appreciated the emotional support comfort and words of encouragement throughout the process.“I’m glad he was in there” said Houston resident Kelly Mitchell. “Overall it took a lot longer than I would have wanted and he didn’t really know what to do but having him around was really special. I couldn’t have done it without him.”
2014-06-16T11:02:00-05:00,https://www.theonion.com/prisoners-rights-group-protests-treatment-of-supervill-1819576608,Prisoners’ Rights Group Protests Treatment Of Supervillains In Nation’s Magnetic Detainment Cubes,WASHINGTON—Decrying the conditions of their incarceration as excessively harsh and inhumane a leading prisoner advocacy group on Monday officially condemned the treatment of supervillains currently held in the nation’s impenetrable magnetic detainment cubes.In a strongly worded statement to the press members of the Justice Project expressed outrage at the U.S. prison system—which typically keeps supercriminals physically restrained with stasis waves during their interminable stays in magnetically sealed hexahedrons—and claimed that the punishment inflicted upon these nefarious individuals constitutes a gross violation of both international law and universal humanitarian principles.“What these supervillains endure while being held inside detention cubes within the cavernous underground silos of this country’s top-secret military compounds is absolutely deplorable” said Justice Project director Mary Sorenson noting that the nation’s detained nemeses often have their hands painfully bound by manacles of pure tungsten and spend 24 hours a day on full lockdown behind invisible force fields. “These individuals are kept in perpetual solitary confinement with neither sound nor daylight allowed to permeate the walls of their hermetic isolation chambers as they angrily vow vengeance on their captors.”“We cannot stand by and allow this to continue” she added. “Whatever their crimes against mankind these diabolical villains don’t deserve to be abused and degraded while fully immobilized by plasma beams and encircled by rings of swirling photon energy.”Sorenson said her team has observed numerous cases of supercriminals being subjected to prison conditions that threaten both their physical well-being and their precarious already-deranged mental states. Specifically the reform advocate lamented the cerebral strain inflicted by neural control chips that allow offenders to be incapacitated at a moment’s notice as well as the emotional trauma caused by being detained indefinitely and completely alone in a transdimensional vortex.The group also denounced corrections facilities in which evildoers are routinely pinioned within the heart of a raging volcano or forced to fight for survival after being jettisoned onto the surface of a distant prison planet.Furthermore the Justice Project has long critiqued the “cruel and highly unusual” practice of maintaining a high-frequency sonic disruptor field over supervillain cell blocks to disable the malefactors’ telepathic powers calling this method an affront to basic superhuman rights.“You simply cannot place a cold-blooded mad genius inside a matter-bending gyroscope that spins him into an alternate reality and expect him to undergo any kind of substantive rehabilitation during his 2000-year exile in the Phantom Zone” said Sorenson noting that reducing convicts to the size of a thimble using a shrinking ray and placing them within the walls of a miniature holding colony constitutes a flagrant breach of the Geneva Conventions. “If we treat someone like that just imagine what astoundingly evil crimes he’s going to commit when inevitably he gets out.”“Besides if we as a society approve of such torture then truly we are no better than the sinister individuals constantly scheming to kidnap the leaders of the United Nations or set fire to the Isle of Manhattan with their minds” she added.Reached for comment top corrections officials defended their methods admitting that measures such as injecting supervillains with a powerful serum that overrides their malicious instincts or trapping them deep within the molten core of the earth may be severe but are nevertheless vital to the nation’s security.“These are violent unpredictable lunatics with superhuman strength and cunning we’re dealing with here” said George England chief warden at the Claustrum Detention Facility in the Mojave Desert who supports his prison’s controversial policy of transporting inmates forward in time to a point at which the planet is a barren wasteland lacking food and water. “Sure some people want us to coddle these villains by allowing them to pace back and forth behind 2-foot-thick Plexiglas but you do that and the next thing you know they’ve used their psionic energy to pull the guns out of the guards’ holsters and escape through a smoldering hole in the ceiling. Then it’s the Judgment Hour all over again. Well I’m not about to allow that on my watch.”“It may not be a perfect system” he added “but if deep-freezing these maniacs with a cryo-blast and sending them spinning into the farthest reaches of space is what we need to do to protect our multiverse then so be it.”
2014-06-13T10:57:00-05:00,https://www.theonion.com/more-corporations-using-tag-and-release-programs-to-stu-1819576598,More Corporations Using Tag And Release Programs To Study American Consumers,NEW YORK—In an effort to more closely observe the group’s buying habits and personal behaviors a growing number of corporations are turning to tag and release programs to study American consumers sources confirmed Friday.According to reports multinationals such as Kraft General Electric Goodyear and Apple have embraced the technique of tracking down potential customers in their natural habitats of department stores and supermarkets forcibly tranquilizing them as they shop and then fitting them with electronic tracking devices that allow marketing departments to keep a detailed record of individuals’ every movement and purchasing decision.“In recent weeks we have employed our tag and release initiative to sedate and earmark consumers in several Costco parking lots and Best Buy television aisles which has already yielded valuable data from numerous middle-class family units” said Sony market researcher Nathan McElroy whose team gathers data on the consumer population by attaching radio-transponder collars to specimens across all age groups and income levels. “Today we subdued and chipped a beautiful white male earning $60000 annually whose subsequent actions—where he eats where he works whether he purchases extended warranties on electronic devices—will give us important insights into his demographic.”“We’re really starting to get a clear idea of just what sales promotions and big-ticket expenditures make these fascinating creatures tick” he continued.Representatives from several Fortune 500 companies described to reporters a delicate process in which marketing associates journey to such varied field sites as Marshalls OfficeMax and Bed Bath & Beyond where they lie in wait behind a row of shopping carts or a promotional cardboard cutout. Once a desirable target moves into view a member of the marketing team reportedly attempts to immobilize it by firing a tranquilizer dart into its neck or haunches before it can panic and skitter off into another aisle. The unconscious consumer is then fitted with a small subdermal acoustic tag that is synced to the subject’s credit cards allowing marketers to both physically and financially track their quarries.Claiming that every effort is taken to employ humane handling procedures and inflict minimal trauma marketing associates stressed that consumers always wake up in the same clothing department or mini mall in which they were found and most obliviously resume their browsing of store shelves within 30 minutes of being sedated.Researchers affirmed they have become increasingly interested in valuable targets such as college graduates who allot more than $500 per month to discretionary purchases saying they have become fascinated by the group’s herd-like movements to Panera Bread and IKEA as well as their ritual use of products such as Swiffers and tablets. By monitoring these consumers as they feed groom use their rewards cards and mate marketers acknowledged they have amassed a tremendous amount of useful knowledge.“Just last month we collar-tagged a prime specimen of a variety we’d been attempting to capture for a very long time” said BMW marketing executive Samantha Barlow referring to a suburban mother in her late 40s who was found gathering bunches of watercress and beet greens at a Whole Foods where her precise weekly route through the aisles has now been recorded and analyzed. “And we finally have geolocators implanted in several dozen young professionals aged 25 to 35 whose consumption of products such as Stella Artois Hugo Boss apparel and designer colognes suggest they’ll provide us with fruitful data for years to come.”“It’s important that we tag them early in the development of their buying habits” Barlow added. “Obviously once they reach 65 they become useless for our purposes and we remove their tags or just let them chew them off.”Despite the success of their tracking programs researchers admitted their work has been hindered by limits in their methodology noting that they are unable to observe any quantifiable activity from as many as a quarter of their tagged targets who remain sedentary almost around the clock and rarely leave their dens. Marketers noted these larger slower specimens must often be hit with two or three darts before they can be safely approached.“A large portion of our targets are fast food consumers and you’ll lose 10 or 12 percent of those each year usually to heart disease” said Jonathan Lockhart an independent marketing consultant. “You hate to see that but the upside is that we get useful data we can then turn around and sell to pharmaceutical companies.”“What’s bad news for Burger King is great news for Merck GlaxoSmithKline and Pfizer” he added.
2014-06-09T08:58:00-05:00,https://www.theonion.com/new-charter-school-lottery-system-gives-each-applicant-1819576590,New Charter School Lottery System Gives Each Applicant White Pill, Enrolls Whoever Left Standing,NEW YORK—Introducing key changes to the lottery system that governs the admissions process the New York City Charter School Center notified potential students this week that openings will now be filled by randomly distributing white pills to applicants and enrolling those left standing.In place of the existing electronic lottery system conducted in the spring education officials explained that applicants would receive identical white pills among them a small number of innocuous placebos corresponding to the amount of open spots and then wait approximately 30 minutes to determine the survivors and new charter school enrollees.“With so many deserving students competing for so few spots in the city’s network of high-performing tuition-free charter schools our new lottery system ensures that each student is provided with an equal opportunity” said Eva Moskowitz the head of the Success Academy chain of 22 charter schools while mixing up a tub of 118 sugar pills and 2376 pentobarbital capsules to be blindly administered in an upcoming lottery. “Between small class sizes longer school days individualized instruction and superior college admission rates charters provide amazing opportunities for students who don’t enter a convulsive state fall into a coma stop breathing and cease all bodily functions during the admissions process.”“Of course it’s heartbreaking for the families of children who aren’t accepted” Moskowitz continued “But seeing the look on parents’ faces when their child is still standing in a room littered with rejected applicants is priceless. They know their child is going to get the best possible education.”Administrators told reporters that the new quick and relatively painless lottery system is a welcome alternative to the notoriously long and emotional computerized drawings of past years where all applicants received a random number and were subjected to waiting for many hours before learning whether they would attend a charter school or return to an inferior public school.Officials confirmed that the innovative selection process has already proved a success though not without its minor setbacks in areas of the country where it has already been implemented.“This year we’re making the pills a little stronger because not all the candidates were weeded out right away” said Tim Bernard of Thrive Academy in Washington D.C. a public charter that had 200 elementary school students apply for eight open spots last year. “Some kids would seem fine we’d extend them an official offer of admission and then a few days later they’d start hallucinating or slurring their speech. Meanwhile parents are scared sick we’re going to rescind their kids’ offers because too many applicants survived.”“Luckily we worked out all the kinks for this year” Bernard added. “The body removal crews are already assembled outside the auditoriums and ready to go.”Though charter school officials maintained that the new admissions process is designed fairly critics claimed many affluent parents have already found ways to exploit the system. For example after a lottery in Los Angeles ended with a high number of living students officials discovered that parents had been building up their children’s immunity to the pills by giving them small doses of poison each day or had hired tutors to help them train their bodies to overcome the effects of the pills.Despite these flaws many parents said they have no doubts about trying to get their child into a charter.“I went through charter school admissions with my oldest son last year but after he died I wondered whether it was even worth it to try again with my other kids” Hoboken NJ mother Jane Schaal told reporters. “But then my younger daughter got into Achievement First and I knew we made the right decision. There was no way she was going to succeed in public school.”“Next year we’ll try to get my youngest son into a good elementary school” Schaal added. “He’s not in kindergarten yet but even if he’s not accepted to a top-notch charter it’s a relief knowing that his future will be set.”
